"user_id","test_group"
"66292429","variant"
"63564395","variant"
"64570700","variant"
"66875403","control"
"65861651","control"
"60348208","control"
"64839960","control"
"69761494","variant"
"71437204","variant"
"70923367","variant"
"68921809","variant"
"70054638","variant"
"68798373","variant"
"70779149","variant"
"67936391","variant"
"69452117","variant"
"67315679","variant"
"70569656","variant"
"63579213","variant"
"71035427","variant"
"69678480","variant"
"67805960","variant"
"69598158","variant"
"71748361","variant"
"66775436","variant"
"69011211","variant"
"70715150","variant"
"69163038","variant"
"71610787","variant"
"65768518","variant"
"71103804","variant"
"65089117","control"
"71362871","variant"
"68686239","control"
"65580096","control"
"64464837","variant"
"61182842","control"
"71521179","variant"
"69803749","control"
"64689010","variant"
"65694103","variant"
"71285476","variant"
"70013638","control"
"69826449","control"
"67472392","control"
"65499304","variant"
"64709633","variant"
"64328039","variant"
"65226055","variant"
"64556849","variant"
"70175332","variant"
"68640344","variant"
"70882189","control"
"70987820","control"
"50091718","variant"
"54932829","control"
"64978973","control"
"69072606","control"
"70973392","control"
"65851445","control"
"66254666","variant"
"68950327","variant"
"68664073","control"
"70816983","control"
"71421426","control"
"71203097","control"
"71013326","control"
"67981356","variant"
"58310570","control"
"69649651","variant"
"67412300","control"
"69688674","variant"
"67343569","control"
"67382843","variant"
"69536095","control"
"58049859","variant"
"66384491","control"
"66066273","control"
"65586556","control"
"70074271","control"
"70049013","control"
"62355266","control"
"71240005","variant"
"68962740","control"
"68832443","control"
"64135706","variant"
"71244841","variant"
"70850341","variant"
"49466232","variant"
"69708038","control"
"64034075","control"
"62595063","control"
"69341754","control"
"68037127","variant"
"69060995","control"
"62107050","variant"
"64644313","variant"
"66469763","control"
"70004910","variant"
"71185878","control"
"69931204","variant"
"69856086","control"
"70834217","control"
"68622918","variant"
"63851993","variant"
"63822355","control"
"63823912","variant"
"67298010","control"
"56135482","variant"
"65713182","control"
"65807315","control"
"71180673","control"
"68598016","control"
"68839476","control"
"65793241","control"
"65968989","control"
"70532659","control"
"69534828","control"
"67819731","control"
"71375383","control"
"70810463","control"
"66010555","variant"
"66350356","control"
"71584682","control"
"68891642","variant"
"72701761","control"
"71206219","control"
"69696240","variant"
"58264259","control"
"68062539","control"
"63676316","control"
"71047423","variant"
"67935503","variant"
"71268763","variant"
"71373837","variant"
"64869480","variant"
"69187654","variant"
"69552952","control"
"68835265","control"
"67929072","control"
"69857811","variant"
"71266232","variant"
"66878370","variant"
"64738548","control"
"64326808","variant"
"63464245","control"
"71555106","variant"
"63495674","variant"
"68852482","variant"
"67847173","control"
"71060845","variant"
"68741024","variant"
"71464354","variant"
"70605836","variant"
"64714289","variant"
"69893943","variant"
"69026738","control"
"69188819","control"
"70492222","variant"
"65613659","variant"
"66053428","control"
"70660590","variant"
"69120374","control"
"69601912","variant"
"64277728","variant"
"71470154","variant"
"68843549","variant"
"65325664","variant"
"69665276","control"
"69195336","control"
"66903367","control"
"69793275","control"
"70984501","control"
"70855616","control"
"66908170","variant"
"70752875","variant"
"65523559","variant"
"67155274","variant"
"69096004","control"
"66184097","control"
"65891731","variant"
"55789692","variant"
"68741564","control"
"70978519","variant"
"67179848","variant"
"65252943","control"
"64322860","control"
"63058256","variant"
"66480230","variant"
"65151399","control"
"66766797","control"
"68616000","variant"
"64687350","variant"
"68724218","control"
"64231314","control"
"69738635","control"
"70636248","variant"
"49880353","variant"
"71482897","control"
"71452382","variant"
"69937306","variant"
"66706276","variant"
"65595247","control"
"65161655","control"
"64998857","variant"
"72889982","variant"
"64418106","variant"
"66685378","variant"
"66785807","control"
"63917449","variant"
"66397990","control"
"63601752","control"
"69930063","control"
"69624738","variant"
"68881248","control"
"67872633","control"
"65108106","variant"
"71299049","control"
"64676704","variant"
"71411476","control"
"64947577","variant"
"65798187","control"
"68957459","control"
"69029376","variant"
"64859605","variant"
"71175587","variant"
"70099754","control"
"70084559","variant"
"69623094","control"
"67372935","control"
"52575163","variant"
"66853638","variant"
"62428274","variant"
"63932732","control"
"66985220","variant"
"66395044","variant"
"65069490","control"
"70868407","control"
"67849913","control"
"70840557","variant"
"67278520","control"
"71192244","variant"
"63803198","variant"
"69768609","control"
"67761701","control"
"70409687","variant"
"67848984","variant"
"71034685","control"
"69648135","variant"
"66901057","control"
"68720656","variant"
"70724112","variant"
"67773120","control"
"69981612","control"
"64937691","variant"
"69287083","variant"
"60669847","variant"
"63715358","control"
"65254483","variant"
"66707883","variant"
"70970319","variant"
"65062088","control"
"69832125","control"
"64792063","variant"
"70865672","variant"
"66502760","variant"
"68042778","variant"
"69916771","control"
"69299326","variant"
"71664047","control"
"71288081","control"
"71807629","variant"
"71218638","variant"
"67973057","variant"
"68048995","variant"
"64862867","control"
"64448340","variant"
"68690471","variant"
"66503920","variant"
"65988661","control"
"69435001","variant"
"59386565","control"
"67346317","variant"
"69143015","variant"
"69595807","variant"
"65597769","variant"
"66819505","variant"
"65289200","variant"
"69958715","control"
"67994364","control"
"69995710","variant"
"71541531","control"
"69200074","variant"
"67754014","control"
"68951873","control"
"69639994","variant"
"63096531","control"
"65910530","control"
"63372193","variant"
"66262448","control"
"69200016","control"
"66765698","control"
"65887222","variant"
"71617511","variant"
"68762174","control"
"71100142","control"
"69171482","variant"
"71241946","control"
"71175637","control"
"70944220","control"
"65841969","control"
"67343734","control"
"65686096","variant"
"65171662","variant"
"65694369","control"
"65785729","control"
"64698215","variant"
"66162489","variant"
"69873752","control"
"64147485","control"
"70809638","control"
"71571102","variant"
"69915287","variant"
"69689856","variant"
"67564798","variant"
"64658741","control"
"71467768","control"
"67077371","variant"
"71364718","variant"
"69916637","variant"
"68746470","variant"
"71543927","variant"
"69561050","control"
"68631504","variant"
"56074018","control"
"71395981","control"
"69749125","control"
"67001097","control"
"69543047","control"
"69087854","variant"
"70940277","variant"
"66681358","variant"
"69012330","variant"
"69816342","variant"
"69425093","control"
"70034034","control"
"67571304","variant"
"69955313","control"
"71206037","control"
"68880146","control"
"68032562","variant"
"64203785","variant"
"68941477","variant"
"66897039","variant"
"71475713","variant"
"67504403","control"
"69366461","control"
"70767020","control"
"59394652","variant"
"67292350","control"
"69010561","variant"
"68839777","variant"
"67984528","variant"
"68665916","control"
"69602179","variant"
"70615991","variant"
"70918699","variant"
"71464615","variant"
"64994227","variant"
"65914952","variant"
"65364711","variant"
"66409623","control"
"58628088","variant"
"64887937","control"
"71548572","variant"
"65804462","variant"
"66211048","control"
"64315148","control"
"64444715","control"
"71238744","variant"
"68626047","variant"
"69099700","variant"
"70285659","variant"
"69697588","control"
"66603364","variant"
"71519858","variant"
"63784499","control"
"68615643","control"
"64936212","control"
"69082707","control"
"71197238","variant"
"69897393","control"
"70824891","control"
"67251659","variant"
"62304511","control"
"63926378","control"
"70641783","variant"
"71255703","variant"
"55881137","control"
"69893154","control"
"66300620","variant"
"67771688","variant"
"67356323","variant"
"65972702","control"
"67629754","control"
"70493013","variant"
"66164743","variant"
"65451604","control"
"69658342","control"
"70698528","control"
"66401771","control"
"69866566","control"
"65009552","control"
"68944825","variant"
"71413298","variant"
"68051155","variant"
"69716627","control"
"71131185","control"
"68731953","control"
"71548471","variant"
"69225179","control"
"69294262","control"
"63605515","control"
"67265622","control"
"69520317","control"
"71125913","control"
"67797800","variant"
"66063672","variant"
"70978524","variant"
"70413237","variant"
"71042770","control"
"69256063","variant"
"69524299","control"
"68629674","control"
"68663801","variant"
"69067403","control"
"67985628","control"
"66279502","variant"
"66524125","variant"
"66949756","variant"
"67048858","variant"
"64264587","variant"
"69921653","variant"
"65685731","control"
"70200522","control"
"65684443","control"
"71161312","control"
"69617001","control"
"64469630","control"
"70819490","control"
"63833686","control"
"65234497","control"
"71461361","control"
"64522410","control"
"69836833","control"
"71168960","control"
"70031173","control"
"69018471","variant"
"69155694","control"
"64481034","control"
"70910241","variant"
"71524561","variant"
"71192636","variant"
"71178608","control"
"68991561","control"
"71042155","control"
"68665917","control"
"69851560","control"
"70200081","control"
"63847825","control"
"65177341","control"
"67163484","control"
"69477997","control"
"64445805","control"
"68599997","control"
"71734926","control"
"58090678","control"
"70885022","control"
"71455402","control"
"68779559","control"
"69235198","control"
"70106799","variant"
"68725914","variant"
"69815232","control"
"69636964","control"
"69237045","variant"
"71346337","control"
"71100734","control"
"58601327","variant"
"67201742","control"
"63572462","control"
"69731043","control"
"70428080","control"
"66963633","control"
"68830938","control"
"69061234","control"
"49475119","variant"
"52371498","control"
"71024385","control"
"64988232","control"
"71039781","control"
"56168322","control"
"69762580","variant"
"52879513","control"
"66899842","control"
"70520528","control"
"69998211","control"
"69168715","control"
"69788368","control"
"69258151","control"
"70858328","control"
"69810649","variant"
"69825171","variant"
"58228686","variant"
"66393632","control"
"66265733","control"
"63952368","control"
"64462981","control"
"63263889","control"
"57575561","control"
"66035814","control"
"64630628","control"
"65020532","control"
"66881745","control"
"67022538","control"
"57116936","variant"
"69035872","control"
"69903911","control"
"69527308","control"
"65887674","control"
"71229266","control"
"71441498","control"
"68735459","control"
"69798633","control"
"69986056","control"
"69520040","control"
"71185421","control"
"67009217","control"
"67564868","variant"
"70882558","variant"
"65592041","variant"
"66109421","variant"
"65374127","variant"
"71444314","control"
"71249670","control"
"68675224","control"
"69991472","control"
"57246265","variant"
"65197356","control"
"65685174","variant"
"67503698","variant"
"68884016","control"
"71106904","control"
"69175289","control"
"69793590","variant"
"71037156","control"
"66978499","control"
"67658904","variant"
"66961867","control"
"70463416","variant"
"69328278","control"
"65674974","control"
"64967542","variant"
"66716014","variant"
"69164910","variant"
"67493490","variant"
"68740909","variant"
"70840364","variant"
"70420615","control"
"69327134","variant"
"69643890","control"
"70994394","control"
"68833212","control"
"48536338","variant"
"65477338","control"
"64270199","control"
"71386716","variant"
"63781303","variant"
"66773423","control"
"67002173","control"
"64754488","variant"
"70938725","variant"
"69994881","control"
"64908993","control"
"69763143","control"
"69872139","variant"
"68852539","control"
"68860717","variant"
"69186843","variant"
"70563398","variant"
"64062961","variant"
"72786608","control"
"48225127","control"
"69768493","variant"
"68658850","control"
"69684429","variant"
"68768077","variant"
"66588200","variant"
"68038777","control"
"67769592","control"
"70645854","control"
"68954042","variant"
"63568401","variant"
"63577786","variant"
"66559176","variant"
"66948968","variant"
"69304885","variant"
"63837084","control"
"65397022","variant"
"67157169","variant"
"69382994","variant"
"66809353","variant"
"71294526","control"
"63940369","control"
"69253273","variant"
"64855202","control"
"66619316","variant"
"66070763","variant"
"60355598","control"
"69806824","variant"
"67279132","control"
"64583181","control"
"68941751","control"
"70962204","control"
"66561512","variant"
"64252832","variant"
"47257428","variant"
"67588614","variant"
"66490307","variant"
"69459597","variant"
"65468410","variant"
"48607428","variant"
"48714626","variant"
"67095166","variant"
"66786581","variant"
"60533017","variant"
"58131563","variant"
"67581723","control"
"69883838","control"
"65247358","control"
"66580015","control"
"72351008","control"
"69322338","control"
"67717925","control"
"71079913","variant"
"71451240","control"
"69923141","control"
"64135559","control"
"68678428","variant"
"69036388","variant"
"64763384","control"
"68056484","variant"
"49830412","variant"
"71329754","control"
"53816874","control"
"67885225","variant"
"69673492","control"
"69868389","variant"
"65244632","control"
"68677672","control"
"71424169","control"
"58305784","variant"
"67997084","control"
"52985094","variant"
"68911875","control"
"71557879","variant"
"70286049","control"
"71090231","variant"
"68714811","variant"
"68726609","variant"
"71242785","variant"
"69551906","variant"
"66173090","control"
"66181448","control"
"67665296","variant"
"69263274","control"
"68613874","control"
"69638722","variant"
"54153655","variant"
"69849403","control"
"69543475","variant"
"71141637","control"
"69447479","variant"
"68796119","variant"
"69041786","control"
"72760219","control"
"67509690","control"
"67954792","control"
"70931081","variant"
"66301942","variant"
"63936845","control"
"65805442","variant"
"69545074","variant"
"70088021","control"
"69551091","variant"
"71366260","control"
"70974061","variant"
"53316807","variant"
"65561793","control"
"66099620","variant"
"71583624","control"
"71139001","control"
"71523085","control"
"71239199","control"
"67923683","variant"
"69266410","control"
"63109385","control"
"69382443","variant"
"69367240","variant"
"70392648","control"
"50435188","control"
"70354118","variant"
"68845870","control"
"66999721","control"
"65615324","control"
"69690826","control"
"69119489","control"
"69521708","control"
"68606889","control"
"71241775","control"
"57729005","variant"
"70858983","control"
"69488192","control"
"70707328","control"
"64544080","control"
"70930173","control"
"70905117","control"
"69687900","control"
"68688755","variant"
"67665479","control"
"69297708","control"
"70195206","control"
"67703216","control"
"71418012","control"
"66909546","control"
"66582466","control"
"66201827","control"
"69932522","control"
"70297629","variant"
"71046316","control"
"67284898","control"
"67029283","variant"
"67694546","control"
"64773498","control"
"71025558","control"
"55789842","control"
"53355262","control"
"69079272","variant"
"49506693","variant"
"72222103","control"
"69747587","control"
"68020673","control"
"66736713","control"
"69777979","control"
"68772024","control"
"69776515","control"
"49040224","control"
"52209332","variant"
"64250216","control"
"70625590","control"
"69161732","control"
"69193962","control"
"64029116","control"
"67710767","control"
"63923231","control"
"70224477","control"
"69096062","control"
"69659056","control"
"71569862","control"
"68715573","variant"
"67383101","control"
"66677830","variant"
"67416207","variant"
"64441553","control"
"63804923","control"
"71106348","variant"
"66359273","control"
"65959123","control"
"72780872","control"
"66396931","variant"
"61923287","control"
"71157267","control"
"64956080","control"
"68805294","control"
"65354339","control"
"69591365","control"
"71563678","control"
"68004946","control"
"63936466","control"
"66074731","control"
"64686304","control"
"63551143","control"
"66300602","control"
"65379916","control"
"65090991","control"
"59852023","control"
"66712345","control"
"65477728","control"
"70377799","control"
"67850109","control"
"64505394","variant"
"65345450","control"
"64605181","control"
"65018941","control"
"67762978","control"
"71350956","control"
"71441459","variant"
"71232278","control"
"65099127","variant"
"67759661","variant"
"67768036","variant"
"49570294","variant"
"64873882","control"
"71139207","variant"
"69798146","variant"
"66297613","variant"
"66083380","variant"
"65692257","variant"
"72859735","control"
"63353779","control"
"63088453","variant"
"66084558","variant"
"72882070","control"
"58423446","variant"
"70762812","variant"
"67116271","control"
"61772316","variant"
"65897380","control"
"69435334","variant"
"70778378","control"
"70839268","control"
"69477034","variant"
"69920244","control"
"70851424","variant"
"70979807","control"
"71299520","control"
"49528955","variant"
"65143653","control"
"68950911","variant"
"64656557","variant"
"70954755","control"
"71104593","variant"
"71374374","variant"
"66194513","variant"
"69873406","control"
"67612620","variant"
"69459253","variant"
"69420301","control"
"62688869","control"
"66104741","control"
"65442485","control"
"56645082","control"
"47876848","control"
"70989447","variant"
"70915539","control"
"69268339","control"
"67606738","control"
"69063462","variant"
"65137226","variant"
"63772818","control"
"66184322","variant"
"63818756","variant"
"67253791","variant"
"65161322","variant"
"64562812","control"
"67986999","variant"
"63806029","control"
"58275715","variant"
"70387012","variant"
"61819160","variant"
"69161565","variant"
"65888682","control"
"69679481","control"
"65701114","control"
"68058920","variant"
"66412664","variant"
"63974634","control"
"66098008","control"
"63585990","variant"
"65668090","variant"
"66973730","control"
"68695414","variant"
"65071470","variant"
"67774206","variant"
"70228915","variant"
"70830960","variant"
"70407318","variant"
"53125913","variant"
"68021318","variant"
"58789029","variant"
"70927999","variant"
"71100390","variant"
"69856676","variant"
"71286711","variant"
"66908893","variant"
"63297299","variant"
"64331844","variant"
"63356773","variant"
"67108592","variant"
"63695913","variant"
"65895971","variant"
"64432066","variant"
"69793034","control"
"70725888","control"
"71231755","control"
"69582452","control"
"68794289","control"
"69471876","control"
"69078537","control"
"69868862","variant"
"71160119","control"
"67251987","variant"
"72612648","variant"
"68837094","control"
"70863220","control"
"50602298","variant"
"70260025","variant"
"69713549","variant"
"67268894","control"
"72867548","control"
"69196429","control"
"70088520","control"
"67765116","variant"
"70359941","control"
"68888621","control"
"69379683","control"
"70557683","control"
"71277638","variant"
"69693916","control"
"67997127","variant"
"71353558","control"
"68883840","control"
"63696043","variant"
"69807915","control"
"69253611","control"
"68734703","variant"
"72819634","variant"
"69017523","control"
"67952153","variant"
"67966595","control"
"67234046","control"
"71164219","variant"
"71303950","variant"
"70610899","control"
"64447094","control"
"65975350","variant"
"70918880","control"
"67903281","control"
"69242669","variant"
"71433124","control"
"69465129","variant"
"71750863","variant"
"69139502","variant"
"70353217","control"
"66423331","variant"
"64147523","variant"
"46629871","control"
"70364879","variant"
"66797446","control"
"70011409","control"
"68699099","variant"
"70536449","variant"
"67211936","variant"
"64125051","control"
"70058585","variant"
"69907933","control"
"69729546","control"
"69697462","control"
"65493673","variant"
"69329003","variant"
"67289878","control"
"65107091","variant"
"64238389","control"
"63986698","control"
"67591281","control"
"67576077","control"
"65694133","variant"
"70416171","control"
"55114891","variant"
"67678307","control"
"68001261","variant"
"65783730","control"
"69982820","control"
"69870673","control"
"67686589","variant"
"67683060","control"
"67598253","control"
"71390445","control"
"58415013","variant"
"67504306","variant"
"67509510","control"
"68976743","variant"
"70108251","variant"
"69642936","variant"
"70534717","variant"
"70283106","variant"
"71195610","variant"
"63811884","variant"
"63499628","variant"
"67242550","control"
"65697638","variant"
"63787067","control"
"64449695","control"
"67378116","control"
"67771612","control"
"69838159","variant"
"70125925","variant"
"68769361","variant"
"68598269","variant"
"69253253","control"
"57282577","variant"
"67267717","control"
"66976100","control"
"67009964","control"
"64374429","variant"
"68031825","control"
"70914428","variant"
"68029003","control"
"67645233","control"
"66990240","variant"
"65670271","variant"
"68781220","variant"
"65711999","variant"
"66981143","variant"
"66912374","variant"
"67210950","control"
"66303963","control"
"69708076","variant"
"68681172","control"
"63585028","variant"
"69488238","control"
"69809050","variant"
"68875524","variant"
"71193582","variant"
"65401122","control"
"65132609","control"
"64360979","control"
"66343551","variant"
"71240904","variant"
"68002591","variant"
"66564254","control"
"63490506","control"
"68007867","control"
"69053106","variant"
"66413978","control"
"66497423","variant"
"67930211","variant"
"67622408","variant"
"69796113","control"
"71000196","control"
"69250427","variant"
"71383724","control"
"68816798","variant"
"69624623","control"
"71162297","control"
"70236728","control"
"69474295","control"
"71438548","variant"
"70859472","control"
"67857483","variant"
"63594821","variant"
"67961535","variant"
"64476471","variant"
"69730747","variant"
"65774860","control"
"66600026","control"
"46637469","variant"
"69567920","variant"
"72665760","variant"
"66886241","variant"
"67178182","control"
"64271011","variant"
"57509274","variant"
"64881568","variant"
"65687242","control"
"65896360","control"
"67697359","variant"
"71117740","variant"
"69382277","variant"
"65185441","control"
"67904447","control"
"64113041","variant"
"64957238","variant"
"65275402","control"
"56921413","variant"
"66643639","control"
"65870823","control"
"68635539","control"
"69027527","variant"
"64870184","variant"
"71117247","control"
"70896450","control"
"64271992","variant"
"66825893","variant"
"64665704","variant"
"65496211","control"
"65793945","control"
"65241572","control"
"58363136","control"
"66372349","variant"
"65293292","variant"
"71297595","control"
"67945073","variant"
"66664314","control"
"66399114","variant"
"66288027","control"
"66712908","variant"
"71380779","control"
"67923367","variant"
"66795270","variant"
"71319679","variant"
"64969600","control"
"66084261","control"
"70653337","control"
"65285976","control"
"49604677","variant"
"63919751","control"
"64759608","control"
"64418644","control"
"70926307","control"
"69110575","variant"
"67009572","variant"
"69948948","variant"
"66327698","variant"
"66871563","variant"
"67252470","variant"
"65751511","variant"
"71586439","variant"
"64442357","variant"
"65415588","variant"
"65866013","variant"
"66098280","variant"
"69670642","control"
"67765940","control"
"68590512","control"
"67773543","control"
"54245949","control"
"71115848","control"
"66080873","control"
"64858922","control"
"71347098","control"
"71550795","variant"
"68686474","variant"
"69009243","control"
"68948351","control"
"66619632","variant"
"66779089","variant"
"65894568","variant"
"65302933","variant"
"64562423","variant"
"66972968","variant"
"60505873","variant"
"63935290","variant"
"72836488","variant"
"64438025","control"
"70043290","variant"
"70341848","variant"
"72628941","variant"
"69569582","variant"
"65439668","variant"
"68565684","variant"
"68581900","variant"
"68963875","control"
"69850259","variant"
"69727939","control"
"69666373","control"
"69362989","control"
"71260971","control"
"71534574","control"
"64438133","control"
"71227123","variant"
"67065631","variant"
"67543826","variant"
"67921815","variant"
"68823922","control"
"67991078","control"
"69024127","control"
"66180954","variant"
"69448952","variant"
"61829646","variant"
"69796810","control"
"64450387","variant"
"63923944","variant"
"68739586","variant"
"52116121","control"
"63574608","control"
"70474940","variant"
"66101414","control"
"71814092","variant"
"69424696","variant"
"68625900","variant"
"71138500","control"
"64456978","control"
"71247172","control"
"54721435","variant"
"50476956","control"
"70403074","variant"
"69370087","control"
"64574549","variant"
"70867937","variant"
"67192441","control"
"66805541","variant"
"65072288","variant"
"70010962","control"
"65985354","control"
"64025832","variant"
"69808145","variant"
"68948315","variant"
"71144911","control"
"47508842","variant"
"67954054","control"
"70653146","variant"
"46638755","variant"
"69808668","variant"
"63840709","control"
"69065699","variant"
"71188291","variant"
"69712304","control"
"69736074","variant"
"68646458","control"
"71271636","control"
"69504463","variant"
"67018652","variant"
"69415820","variant"
"70823889","variant"
"53885503","control"
"67270768","control"
"69027072","variant"
"63799751","variant"
"63553248","control"
"67275474","variant"
"66300924","control"
"61242580","control"
"70158714","variant"
"71528906","control"
"72856826","control"
"67983000","control"
"49911849","variant"
"65669219","variant"
"68685245","variant"
"57962996","variant"
"65393671","control"
"69477473","variant"
"69870220","variant"
"69184165","variant"
"70557220","variant"
"71248396","variant"
"66922603","variant"
"69124569","control"
"71654994","variant"
"64254489","variant"
"68945869","variant"
"67773268","control"
"69844914","variant"
"64554523","variant"
"69425447","variant"
"68681400","variant"
"68662176","control"
"66373577","variant"
"68682213","control"
"70585397","control"
"56821922","control"
"65487120","control"
"66689862","variant"
"69911941","variant"
"69877609","control"
"64772014","variant"
"66583335","control"
"65886039","control"
"65090468","control"
"65772536","variant"
"71413518","control"
"67897356","variant"
"71487153","control"
"66812890","variant"
"66032186","variant"
"65045726","variant"
"71010700","variant"
"67300877","control"
"71196321","variant"
"67237563","variant"
"61776445","variant"
"69095558","control"
"68006416","control"
"68632720","control"
"69382865","control"
"69772272","variant"
"67573186","variant"
"70949585","control"
"71475922","control"
"72675098","variant"
"66069473","variant"
"71223996","variant"
"64027998","variant"
"66325586","variant"
"68613778","variant"
"69799937","control"
"48873031","variant"
"66904372","variant"
"65204559","control"
"53398879","variant"
"54521313","variant"
"71533589","variant"
"69324513","variant"
"67006564","control"
"67763531","variant"
"65851417","control"
"66826354","control"
"65758853","variant"
"64204362","variant"
"70845207","variant"
"64336610","variant"
"65789681","control"
"71091016","control"
"64655380","variant"
"70070711","variant"
"70932569","variant"
"71314074","variant"
"67082075","control"
"68861728","control"
"71101498","control"
"64537242","variant"
"61758337","control"
"69410944","variant"
"70967494","variant"
"64330352","variant"
"64085925","control"
"65915030","variant"
"70931958","variant"
"71174856","control"
"64230222","control"
"59563337","control"
"67202283","control"
"66300027","control"
"66962639","control"
"65481126","variant"
"67251340","variant"
"63741610","control"
"67567680","control"
"64754744","control"
"66592134","variant"
"64333728","variant"
"69839011","variant"
"55111969","control"
"70142847","control"
"71499058","control"
"66491457","control"
"64879184","control"
"67377414","control"
"67738348","control"
"53236358","control"
"71063618","control"
"69243072","control"
"54642934","control"
"64484793","control"
"65296893","control"
"71478492","variant"
"65131648","variant"
"66762543","control"
"61679658","variant"
"65510187","variant"
"64427767","variant"
"65986882","variant"
"56554095","variant"
"63416439","variant"
"65744363","variant"
"69152584","variant"
"68700264","variant"
"67819548","variant"
"60860689","variant"
"57872852","variant"
"55080887","variant"
"63721285","control"
"64055009","control"
"70728284","control"
"66240133","control"
"66562684","control"
"68969656","control"
"68675429","control"
"65615537","control"
"70954367","variant"
"64995234","control"
"68796449","variant"
"66687068","control"
"68010569","control"
"69863469","variant"
"70567279","variant"
"56046817","control"
"71552152","variant"
"67969243","control"
"70101024","control"
"69668006","variant"
"53298368","control"
"69890106","control"
"69814132","control"
"65598500","variant"
"70105375","variant"
"69870180","control"
"70560655","control"
"70313214","control"
"67091879","control"
"63708638","control"
"71198201","control"
"71208394","control"
"71007729","control"
"67756002","variant"
"69055400","control"
"71491369","variant"
"68660462","variant"
"65500129","variant"
"68907615","variant"
"65697345","control"
"65795535","variant"
"49450680","control"
"72711743","control"
"70241775","variant"
"68635783","variant"
"70273158","variant"
"69144729","variant"
"70888914","variant"
"66305301","variant"
"70627200","control"
"69062967","control"
"66912835","control"
"70756530","control"
"68884307","control"
"67903001","variant"
"69342986","variant"
"66079322","variant"
"66468163","variant"
"70067676","variant"
"63261064","variant"
"71466077","control"
"67673173","variant"
"67825482","control"
"69503828","variant"
"69765504","control"
"68015630","control"
"53995922","control"
"67000200","variant"
"66908539","control"
"69722495","variant"
"69931242","variant"
"65861390","variant"
"69876318","variant"
"66505400","variant"
"67193941","control"
"46655760","control"
"67118340","variant"
"70823766","variant"
"67932639","variant"
"69391274","variant"
"70577375","control"
"64630199","control"
"67394564","variant"
"68862868","control"
"68979672","control"
"70961056","control"
"69994383","variant"
"67253953","variant"
"63197466","variant"
"66221619","control"
"66077134","variant"
"67799812","variant"
"71007645","control"
"70576134","variant"
"69204408","variant"
"69098037","variant"
"69124370","variant"
"64219319","variant"
"69189044","control"
"70016144","control"
"67858351","variant"
"70280832","control"
"70465404","variant"
"70439457","variant"
"71358171","variant"
"65891299","variant"
"65563291","variant"
"64835461","control"
"68020115","control"
"69632799","variant"
"68002408","variant"
"69876809","control"
"67799310","variant"
"70832304","control"
"63807772","variant"
"71036583","control"
"67355458","variant"
"64845530","control"
"63204555","variant"
"68836818","control"
"66770926","control"
"64683507","control"
"65460954","control"
"65869676","variant"
"69855944","variant"
"71467963","control"
"64445064","control"
"66682032","variant"
"67109201","variant"
"71432356","variant"
"71462762","control"
"71503061","control"
"69931089","control"
"67072698","variant"
"64036028","control"
"70879211","control"
"67900966","variant"
"70062219","control"
"70689264","control"
"67510698","variant"
"71095354","variant"
"71029991","control"
"64346314","variant"
"69456766","control"
"71430047","control"
"71224622","control"
"71342339","control"
"50579510","control"
"63939248","control"
"67553322","variant"
"71941038","variant"
"65892754","variant"
"68022352","control"
"67751175","control"
"69329064","control"
"71273724","control"
"68580363","variant"
"68984363","control"
"70196257","variant"
"70623847","variant"
"70640801","variant"
"70521369","control"
"71150236","variant"
"62850781","control"
"64767311","variant"
"71172226","control"
"49912265","variant"
"53220010","control"
"54627331","variant"
"54927346","control"
"70226561","control"
"65730251","variant"
"71478233","variant"
"70490806","control"
"70387874","variant"
"67585366","variant"
"71560946","control"
"67849331","control"
"56856932","control"
"57623869","control"
"71129580","control"
"64058053","variant"
"65313528","variant"
"65581270","control"
"62420859","variant"
"69663854","variant"
"68945002","variant"
"69599624","control"
"69107362","variant"
"66982251","variant"
"67253260","control"
"65697960","control"
"65264658","variant"
"65263873","variant"
"68764304","variant"
"58596357","variant"
"69079892","control"
"65245300","variant"
"66321731","variant"
"62502770","variant"
"64974293","variant"
"65212799","control"
"66902611","variant"
"67173341","variant"
"69349058","control"
"73041485","control"
"70238222","control"
"67106136","control"
"67092203","control"
"70515211","control"
"66903522","control"
"66575193","control"
"64039034","control"
"68898817","variant"
"68719784","variant"
"68787523","control"
"69679092","variant"
"65957937","variant"
"61376337","variant"
"64607375","variant"
"58669339","variant"
"63936325","variant"
"70485887","variant"
"66597951","variant"
"64278915","variant"
"70059009","variant"
"69557882","variant"
"72812123","variant"
"71271105","variant"
"62115011","variant"
"65153464","variant"
"67789132","control"
"64928435","control"
"65389837","control"
"66311993","control"
"63810852","control"
"65028055","control"
"66105024","control"
"66333963","control"
"71175628","control"
"70645752","control"
"64976643","variant"
"72869150","variant"
"68736834","variant"
"57798857","variant"
"64572538","variant"
"66911462","variant"
"65681329","variant"
"55781061","variant"
"66716258","variant"
"64029721","variant"
"67707486","variant"
"50431137","variant"
"66282157","variant"
"66869760","variant"
"66079341","variant"
"64343355","variant"
"64384605","variant"
"69381646","variant"
"70203930","control"
"67181336","control"
"69706734","variant"
"69289238","variant"
"53514586","variant"
"69977307","variant"
"71075223","control"
"69872235","control"
"68990199","control"
"69849049","control"
"68676973","variant"
"68672135","control"
"70771450","control"
"69606542","variant"
"69516366","variant"
